row_id,Y
8426,4.301626456
4410,4.288986
1109,4.301848256
7666,4.286058839
165,4.302607017
5437,4.309257977
4109,4.286553106
9940,4.298506652
5605,4.305474279
3273,4.29666665
3239,4.29666846
1917,4.287049695
7630,4.292342468
5803,4.296227239
9637,4.296586329
4711,4.292562947
6326,4.295921427
1744,4.28725427
4997,4.29164274
9089,4.291090585
2240,4.308107552
9738,4.31064065
3268,4.298533575
8463,4.291483506
5351,4.29963039
9048,4.292159904
526,4.308074302
2177,4.287270392
817,4.298849571
3469,4.288497016
5686,4.300042288
8303,4.293542267
10463,4.288874285
6361,4.299001059
1609,4.289081638
3987,4.292578422
10304,4.296625922
121,4.300297203
2010,4.296608221
2325,4.30155349
9040,4.292098043
3813,4.295507727
4821,4.295589596
6228,4.296447193
7727,4.305927932
3490,4.303031871
8706,4.296867338
1583,4.291700387
818,4.300891922
10128,4.303310069
5763,4.292951054
6099,4.296807587
8714,4.284749874
5766,4.299976981
3932,4.303683348
7082,4.288594553
1770,4.308662566
82,4.288070573
800,4.309286875
8879,4.293620945
10250,4.300751153
9549,4.290179283
5639,4.295931386
760,4.284595523
2023,4.296915174
4660,4.300747923
244,4.289206226
487,4.298386895
361,4.2975891
5880,4.301303333
2899,4.293929762
2258,4.28742423
3140,4.293156715
7841,4.301690007
10190,4.298581143
4424,4.288504145
10398,4.301129627
1486,4.289417397
9499,4.308523705
4911,4.285033106
4603,4.30074507
2909,4.287401919
10740,4.292649316
9440,4.285866893
3019,4.296508477
7513,4.303199086
3950,4.304050431
1808,4.296019727
8936,4.284736794
8863,4.301633434
8535,4.286330937
7550,4.298803934
228,4.294727307
2311,4.291001593
609,4.300432105
1591,4.304186119
3541,4.287869027
5637,4.288882097
2338,4.298759236
9763,4.299408461
1862,4.301703633
841,4.30808373
7270,4.289107552
9586,4.294061649
1675,4.300627311
7032,4.289849636
3613,4.310298466
4934,4.291672738
3218,4.289016847
4649,4.303110838
9922,4.292005049
601,4.292261087
4484,4.303226189
8051,4.288296147
10665,4.294912975
366,4.29375567
3968,4.297651265
4871,4.291901523
278,4.291115977
8911,4.285998188
8071,4.295466623
6141,4.299965835
2526,4.288031687
8938,4.289970827
2398,4.30749527
10445,4.292876648
5381,4.29944803
9348,4.292825828
3141,4.309474254
7492,4.295105617
2837,4.293756627
6724,4.295845799
2612,4.292015863
5907,4.296089875
1023,4.304004398
7026,4.305402761
441,4.306531792
465,4.297997324
4730,4.298386903
3170,4.303549514
2104,4.2875295
9592,4.289727247
6590,4.311062779
5438,4.287317392
6540,4.286256911
4408,4.289256479
3473,4.29753113
1080,4.29666751
5842,4.300037769
3875,4.296071183
5863,4.294057261
10615,4.295997541
9463,4.295743345
3199,4.288628783
4929,4.297276982
9339,4.296109188
4703,4.292329129
10642,4.302184408
3456,4.286256112
9524,4.290532928
914,4.298288307
4716,4.288041442
1732,4.302213455
3612,4.284273485
1652,4.293446819
10585,4.309105037
7307,4.289967478
7452,4.285216494
3389,4.299795168
1549,4.284381608
6045,4.303779621
8874,4.285524354
2865,4.294805668
6512,4.291009919
2074,4.297726483
1529,4.295757638
276,4.297655578
6097,4.293142544
10663,4.291545285
6038,4.296558639
9498,4.30391544
4098,4.300224014
6321,4.301667231
3769,4.298316649
697,4.3096762
5525,4.293993443
5722,4.28954753
3234,4.300904258
7657,4.290705322
1889,4.286857055
3310,4.313584129
548,4.28857649
1865,4.305096741
10568,4.291426704
8880,4.293641607
10294,4.311871193
1612,4.30223018
6708,4.287774673
7872,4.284109826
10584,4.292658958
3145,4.294349586
5736,4.297357672
107,4.301096434
4843,4.289523519
3269,4.286943187
6030,4.301037396
6496,4.301369121
467,4.287960534
5740,4.301831142
3493,4.304373111
8086,4.298572427
3385,4.290764025
1253,4.286328655
7833,4.295715381
2631,4.313271411
5053,4.296237098
2207,4.304205692
7223,4.299221758
10481,4.296754122
578,4.283864873
8220,4.284547625
4318,4.298942497
8398,4.298808642
4266,4.288793282
10012,4.290421212
5335,4.305443475
232,4.303136163
2708,4.295852504
8298,4.299039519
9986,4.297119987
4242,4.302316779
834,4.292574254
1072,4.298895965
9084,4.285089431
2084,4.287008334
1115,4.290830681
10711,4.288669665
6610,4.285761977
9475,4.283264054
5906,4.295195172
8240,4.284539725
565,4.29961885
9245,4.29498334
9642,4.31204084
8582,4.2873747
8912,4.301454673
8779,4.285565118
187,4.286595218
5118,4.29015948
826,4.304293151
3684,4.312598561
7444,4.309550317
3559,4.295644099
7767,4.297654602
5885,4.297809829
9808,4.296895659
10450,4.302382232
2088,4.283540725
10477,4.299637065
1291,4.298368642
9223,4.297230695
2957,4.299662309
7071,4.291398314
4237,4.305489333
9505,4.29545886
4267,4.297913092
5928,4.285598808
77,4.313712794
9926,4.3145561
6506,4.2980006
7045,4.303196914
2742,4.286019452
893,4.297301599
999,4.291851269
3245,4.277423748
10758,4.285919775
2802,4.293842046
8666,4.296038321
1724,4.296085723
7830,4.285268357
880,4.293343564
7568,4.286226536
3423,4.306020318
1914,4.286113527
3254,4.287366203
3453,4.286990035
3609,4.297767372
4340,4.288938344
4943,4.306196178
4091,4.282729526
8774,4.297023972
4169,4.30083048
5876,4.301295025
5190,4.289192962
6414,4.293041528
1245,4.290706592
6592,4.289301828
3291,4.285931761
8634,4.300360628
8558,4.288619684
2624,4.301363543
81,4.292176787
7895,4.290729724
992,4.294682461
4351,4.293369006
672,4.286518702
2378,4.291576216
5427,4.298094437
2965,4.308334994
10064,4.304071095
2247,4.282788114
5311,4.288774964
6532,4.305338833
6970,4.293195325
9832,4.293743344
8498,4.299353468
966,4.289167584
3013,4.300741309
1852,4.29043227
3121,4.304693518
2715,4.293370007
7113,4.294942138
5021,4.293285807
6964,4.298397608
8203,4.294532333
4701,4.294178514
3001,4.298910686
1803,4.303676104
8121,4.294708254
10714,4.290106074
8000,4.294420195
9796,4.292657098
6789,4.292553122
2997,4.288675058
5333,4.295397668
10275,4.302377996
2299,4.298175839
2332,4.293770983
10756,4.28818917
1212,4.283137324
4189,4.292966371
2340,4.297875868
2198,4.298311808
7491,4.296710528
8782,4.304016207
2975,4.295849704
9326,4.294969397
10607,4.29374777
1496,4.291589768
9880,4.294150567
8704,4.292840798
2301,4.285970762
7348,4.290232405
7585,4.291513796
4148,4.298748059
2267,4.2886974
5592,4.293977082
5207,4.298663998
2998,4.304043678
8750,4.2910486
6024,4.290425337
9061,4.297084984
720,4.29786808
7978,4.290466385
2489,4.288470597
1594,4.291918312
6131,4.295186492
7299,4.301424572
7523,4.290955034
3348,4.287055406
9716,4.292027558
1773,4.297595914
979,4.292667862
4200,4.306755676
2725,4.285302758
863,4.297005438
6202,4.301555424
4659,4.296168108
5936,4.285734122
6697,4.302067316
1068,4.29621479
3397,4.302542423
6238,4.304541215
2027,4.304288452
4578,4.28648613
6037,4.301629139
7179,4.285486363
6960,4.299088531
7599,4.301163753
6581,4.292273745
5293,4.297606732
10297,4.300678922
3410,4.311252272
2727,4.297454835
8418,4.309918368
4923,4.302134926
3109,4.308107524
558,4.293742202
8809,4.291357341
4758,4.291055074
3112,4.300363457
2300,4.293433827
3933,4.297553941
9450,4.28028867
8444,4.285853904
1188,4.289416398
6739,4.301012671
5175,4.298970027
1141,4.298353333
4386,4.293215512
9398,4.284335667
10574,4.30185529
1933,4.296589519
3856,4.288108842
3553,4.284637359
498,4.295021192
8804,4.308724133
66,4.296638685
1090,4.289522116
2766,4.289813599
7861,4.303221857
1264,4.306699202
40,4.28625964
1131,4.301626744
1466,4.283035784
7420,4.29060381
8370,4.291786356
10690,4.292648439
9114,4.301864973
362,4.291200712
6056,4.302038109
5277,4.292303439
4322,4.296313738
1810,4.297325384
4441,4.303835734
9908,4.299780254
5899,4.283398647
785,4.290473023
3744,4.292909168
4046,4.297223549
7569,4.29669195
5872,4.28379246
2840,4.297268909
1867,4.296471705
7489,4.303864162
2039,4.300737021
14,4.299105038
2546,4.291660466
10389,4.298262643
3947,4.289119184
5597,4.290771863
2959,4.312874415
9059,4.288525144
10327,4.302632252
477,4.294420137
93,4.290027202
5035,4.293198321
176,4.28574194
1448,4.302177934
1641,4.299122143
1018,4.295357283
1754,4.297606732
8327,4.295514277
8784,4.287980804
1547,4.292230201
3680,4.296951443
4288,4.294183583
1120,4.301789178
9585,4.29020642
716,4.290257913
9073,4.294425355
10575,4.295270599
9080,4.289855763
6222,4.290110699
10582,4.295995485
9479,4.28528622
5519,4.289394988
3829,4.293945225
10006,4.292176494
7478,4.299637065
10148,4.296783767
2205,4.297554353
6558,4.292502254
7008,4.295728514
1632,4.30462644
10641,4.286953522
8132,4.30064854
5167,4.303899251
9621,4.299559145
10341,4.295082565
7273,4.306939346
6280,4.304950541
1731,4.293228684
6077,4.287007222
687,4.296013429
7079,4.302444909
1979,4.290430417
4024,4.290616107
794,4.303150828
5144,4.295830703
4989,4.305565936
5630,4.292397902
918,4.30217789
9290,4.294900532
4673,4.315175183
815,4.28868188
3438,4.291784556
1287,4.286305337
4183,4.293397052
7756,4.293740816
5826,4.283574792
10683,4.298613695
7126,4.300182822
6997,4.299401066
3873,4.302951456
2389,4.292604075
3022,4.291528675
3083,4.289274853
6782,4.282377597
3230,4.284427757
2854,4.300156486
8423,4.292130886
10454,4.309759301
8995,4.290248323
8972,4.299516697
10324,4.279402572
24,4.284413699
782,4.284306412
6065,4.296224029
1922,4.29063532
2941,4.292430405
3,4.297183129
3139,4.293890035
9194,4.291219416
8198,4.302960722
7325,4.299900713
8974,4.297396701
3402,4.295139226
3563,4.286235342
6136,4.29298598
3056,4.296980937
2444,4.298730485
797,4.285519408
3924,4.297484725
9338,4.289171207
9078,4.29146301
7953,4.294024615
4217,4.293721306
2744,4.306908347
6102,4.291360947
3565,4.307637904
9217,4.290999163
5279,4.29500663
5811,4.293319846
7514,4.298934733
1657,4.290063093
7162,4.297106752
5203,4.293113326
6281,4.300045704
4147,4.281417503
10017,4.294091028
7699,4.297837572
7024,4.304822473
3638,4.288233446
1705,4.293243319
1393,4.302007342
5567,4.295375548
7512,4.301701934
7616,4.297861265
7063,4.291643854
8083,4.298462783
221,4.286984819
1578,4.293074679
5287,4.298734741
1124,4.288499618
4099,4.292986669
6971,4.28612475
5189,4.303258412
6925,4.30249287
1107,4.300737021
7487,4.291509389
5884,4.284127419
9079,4.299543785
4380,4.299814128
1822,4.301277934
6388,4.283269568
5679,4.299758664
7593,4.295856436
8401,4.297725944
4531,4.297746169
7660,4.296885929
7340,4.300262843
9708,4.299528631
4356,4.285064136
10506,4.288003643
3929,4.287487566
4299,4.289441881
2225,4.302126452
7573,4.290014695
3595,4.290432818
2530,4.301957745
7209,4.282782346
2001,4.299079345
1802,4.293590629
3023,4.290585609
8189,4.309648738
5965,4.301774756
8485,4.296907123
2391,4.29518016
7403,4.300287073
2845,4.282419145
2296,4.290271818
6707,4.301818523
5548,4.29355231
4505,4.289073426
2375,4.297213942
6029,4.295723217
7147,4.291396893
3457,4.288828037
619,4.292425489
5527,4.290487053
10240,4.295514042
4197,4.299834595
5453,4.303540867
2754,4.309537556
5370,4.293864637
6845,4.301074611
8970,4.294980696
9170,4.289498367
4511,4.295767974
4072,4.287563027
1800,4.295908242
1378,4.298434244
813,4.294177702
6522,4.293887452
10554,4.30118009
7102,4.297104318
7031,4.287223915
9752,4.2979117
3401,4.296910424
10179,4.301230731
8555,4.298049695
2787,4.295063885
1700,4.29612729
6785,4.292944588
3869,4.297938528
3386,4.290598278
7449,4.290400231
4805,4.299087174
6301,4.294679276
4434,4.285287201
5354,4.286009616
6194,4.303646298
5006,4.284810786
258,4.291490446
3516,4.283140084
7069,4.291535434
1363,4.301215974
4812,4.286866899
2777,4.296979513
8215,4.296678036
7997,4.304372811
6086,4.297495887
2578,4.297617902
1828,4.296083952
3264,4.284996705
4114,4.300467158
7904,4.287437128
7683,4.301007982
8601,4.287389959
5919,4.307502549
3039,4.297576656
10832,4.287478445
9186,4.206132156
3271,4.177089696
7879,4.182117675
7093,4.1772597
9081,4.177207796
7254,4.177096598
4732,4.177093652
8745,4.177923028
8255,4.177945774
9093,4.177096385
9923,4.177129329
1875,4.225780084
1626,4.177091451
4671,4.178138629
181,4.178144722
4925,4.177099171
4345,4.177089367
7619,4.177090143
10461,4.177255627
9424,4.178606954
10086,4.179730515
10114,4.177088909
10730,4.177091164
9628,4.17708959
7497,4.177091706
7784,4.177302639
8185,4.177306627
3602,4.177175299
2000,4.202802955
2457,4.177088931
3581,4.177229297
8853,4.177089388
8315,4.199668588
3153,4.177089175
94,4.177088941
6957,4.177334413
2140,4.17708993
4310,4.177089154
4096,4.180002497
139,4.22955765
665,4.177113452
2665,4.177089122
762,4.177615508
297,4.177100564
3047,4.177160688
1708,4.178965208
9478,4.177632384
4277,4.312773137
9050,4.182630609
7192,4.177106753
9523,4.177393654
4033,4.17710016
9379,4.177810437
9144,4.177639583
8715,4.177837394
728,4.17708976
1502,4.183832435
727,4.1780113
10719,4.471915918
6577,4.177238974
8472,4.177091291
3203,4.177090005
3071,4.177091813
9765,4.177089016
4208,4.177641561
5701,4.179426717
2823,4.177089122
625,4.17708892
1191,4.179324207
9305,4.196552946
6081,4.177094226
8427,4.204617036
795,4.181037425
5440,4.180160038
1328,4.177089048
10509,4.177903728
6068,4.178875097
4959,4.17826313
5659,4.177090345
6784,4.181574243
5960,4.177269983
5149,4.177752291
2284,4.177631927
5760,4.177114175
9244,4.177090005
4215,4.17708892
8484,4.177089058
3867,4.177089026
4764,4.177285848
3925,4.179687491
8383,4.177269451
10268,4.177088909
6048,4.177089026
6989,4.177090579
1690,4.185155615
2484,4.177110879
10238,4.177088984
6284,4.180244811
9064,4.179378365
10689,4.17709161
7365,4.186234822
8010,4.177089781
1207,4.17708925
3082,4.177089112
4152,4.177088941
5425,4.235937786
6772,4.178463504
6601,4.178588207
5946,4.177089005
7597,4.177090207
6500,4.177107434
7127,4.17714764
7355,4.177089696
3158,4.177089154
4341,4.177089282
17,4.177290889
6764,4.178022178
6049,4.182963459
8960,4.177090536
8838,4.193882778
2887,4.177389167
2317,4.177118961
2235,4.177089154
1753,4.178384494
8604,4.20998317
9517,4.177347418
9356,4.197011637
3420,4.177090249
9518,4.177127042
4702,4.17709244
1343,4.177767104
1823,4.177300183
1473,4.177151288
3648,4.177164186
5550,4.217568407
1081,4.177154712
1500,4.177098756
4397,4.177089484
533,4.177328235
10827,4.182110688
5733,4.17708942
9988,4.181978871
8746,4.177090154
4159,4.17708892
2592,4.17708892
7198,4.177093248
8,4.1777048
6264,4.177090877
2652,4.17708942
7731,4.177350109
2250,4.177089622
705,4.177595995
7473,4.177430128
4724,4.177127127
1625,4.177095534
6621,4.177119758
4483,4.177223226
2221,4.177088952
3988,4.177331074
4355,4.177089016
10315,4.179984877
1639,4.177089292
986,4.177200809
2170,4.19122135
209,4.184100791
195,4.177190048
3894,4.177089441
9633,4.177306042
1595,4.177088973
6115,4.177092961
6072,4.177133604
511,4.179692723
9754,4.177265803
5339,4.177100096
8665,4.177693922
7801,4.17723554
2868,4.177101117
4336,4.177096226
3633,4.177089133
9426,4.180322704
4239,4.177088952
4309,4.177127723
3614,4.177970242
6477,4.17714243
7320,4.177505235
8449,4.180851142
9354,4.177088973
6125,4.177089133
423,4.177138134
7110,4.177090994
904,4.178129835
31,4.177229872
10549,4.191223307
7705,4.178747746
10212,4.177652546
1651,4.177103478
3506,4.177088963
3157,4.17712129
4474,4.177108859
6013,4.177099171
2060,4.177089037
799,4.179645434
8406,4.177387774
4276,4.184427813
6541,4.179456662
4885,4.177091185
8029,4.2021214
10512,4.177102606
2656,4.178138619
345,4.177089228
97,4.177464656
2604,4.177088909
1812,4.177089186
9897,4.177090186
9638,4.177088909
4709,4.177095726
8773,4.177098044
9599,4.177590285
10096,4.177102585
1147,4.177093333
3216,4.177488795
5332,4.177142951
6311,4.177097757
3545,4.17709043
400,4.191455933
674,4.179984707
764,4.177089016
5077,4.177089516
2893,4.177095077
2044,4.177089388
5900,4.177090058
2228,4.177412625
7178,4.177089133
5517,4.177090505
6572,4.177089845
1134,4.177089005
883,4.177088899
7236,4.177089952
7498,4.178477126
6346,4.177233721
10286,4.177088995
2693,4.177120939
6698,4.177088941
1679,4.17708925
3683,4.177107455
7431,4.181355303
9494,4.177089324
607,4.264180846
3177,4.177163038
2682,4.177089824
2331,4.177106934
10045,4.177273577
2790,4.1955095
6715,4.177089069
5590,4.17719042
7889,4.177088899
1119,4.177099607
4232,4.177089016
582,4.177090451
96,4.244022515
3980,4.177089877
2597,4.243026571
3570,4.177485743
2190,4.17708892
9248,4.183035992
3537,4.177089633
1221,4.177089271
7623,4.177088963
8538,4.177088941
89,4.177089112
2672,4.177094163
5324,4.177101287
6084,4.177915393
2654,4.177093812
5346,4.178201996
1085,4.177127234
6003,4.177090164
5476,4.177229436
9451,4.285734827
5355,4.1771176
459,4.177536243
6705,4.177088909
6848,4.177937384
1174,4.184441914
10779,4.177097395
5621,4.177134911
8413,4.177676472
2901,4.177246514
379,4.178087385
9799,4.177089069
2172,4.177089983
8479,4.179683014
489,4.177088984
8772,4.177095013
8307,4.177711532
3061,4.177203106
5212,4.193422183
748,4.177094971
2979,4.177180137
4903,4.177089324
8511,4.177090207
5667,4.177157519
3808,4.178401232
8703,4.177180786
1020,4.177097044
9202,4.177286029
2898,4.177089016
2216,4.177093578
1876,4.177172374
6774,4.177111113
3233,4.177089314
3003,4.177100479
2846,4.177101043
5623,4.194461206
1857,4.177451098
3313,4.177753131
4085,4.17716995
6010,4.177094801
9833,4.178018116
1561,4.179367348
2386,4.177166728
88,4.17773969
1598,4.177498004
4472,4.177089048
6384,4.177352501
10444,4.178084301
8792,4.193418015
515,4.177093769
4102,4.177090324
3699,4.177095279
1873,4.177304893
1565,4.189092423
9787,4.178672235
2319,4.17711711
6608,4.19687681
3766,4.178943675
5257,4.178002144
3818,4.181588471
303,4.180753151
2181,4.177090483
8273,4.177090526
8284,4.189585652
1525,4.177674792
3669,4.177089143
1275,4.177089813
7007,4.177529321
1404,4.177095205
9251,4.177207987
74,4.177482585
4670,4.177089282
3049,4.177089335
6583,4.177093567
6323,4.1771062
9837,4.177096268
9627,4.177091696
8256,4.177090228
10301,4.177088899
8632,4.177088941
8625,4.177102032
6646,4.177091302
3166,4.177248779
553,4.177099596
2233,4.177111336
5523,4.177251597
1248,4.177106551
1192,4.177287411
5814,4.235109345
3604,4.177640125
6494,4.256470481
7846,4.177131785
420,4.177223215
4391,4.177089048
9809,4.177716083
412,4.177119514
3686,4.177406489
104,4.177090611
8764,4.297626206
1481,4.177095917
9150,4.18134872
1383,4.17710352
8180,4.179843085
8125,4.177088963
7766,4.178335759
259,4.177089505
10436,4.177089026
1262,4.177092132
461,4.177343792
6306,4.178932733
1551,4.17710368
8640,4.178026634
8841,4.177089792
752,4.177501152
10018,4.288595554
4751,4.177089133
1850,4.177088984
10405,4.178482219
19,4.177226575
7240,4.178733603
9608,4.177188878
8249,4.177088995
6823,4.177091972
1118,4.177089282
5237,4.177380213
9400,4.177211241
1508,4.177088952
9365,4.177184359
7295,4.177479639
10416,4.177458446
4569,4.178541748
9457,4.177099246
1380,4.177112229
4617,4.177347057
7533,4.17717582
1227,4.177088963
6776,4.17708992
2119,4.177092344
7936,4.179145091
3182,4.177098342
6837,4.177089037
885,4.177088931
9361,4.177207764
7708,4.177129658
9801,4.177219908
6315,4.177636606
10742,4.177089026
8265,4.177111219
3322,4.1822211
4786,4.178807711
1847,4.177089303
2210,4.182572304
5057,4.177552269
6737,4.177174927
1097,4.17708975
1150,4.177201607
4757,4.177089388
1319,4.177112219
8460,4.177091547
6012,4.177433276
108,4.177089622
9838,4.177090675
6004,4.177088931
9998,4.177089335
1414,4.177089633
9859,4.1783616
6316,4.179963152
6907,4.177105456
3695,4.177127127
342,4.177621739
